6774.096801 1355.685763
6015.102343 2523.376935
6523.364066 18.396945
395.655781 2206.783726
1003.064319 1398.157406
1147.617197 1271.992280
4662.051559 2771.097311
2485.319165 1803.203415
4912.298053 2175.406849
5998.479961 2508.000218
3801.937675 1065.817735
6668.065586 941.821634
1335.823927 671.947789
3370.540369 1985.479055
1136.809249 708.672705
2779.883117 164.362419
5160.896172 517.994183
6719.348385 1673.704094
1340.977819 2846.001666
2201.219544 937.616857
3110.397681 1339.534696
5524.022841 108.979695
2776.580019 203.736801
4780.457774 75.551227
5947.859129 1311.575093
6458.878613 899.918721
5943.482068 2250.777678
4604.350887 2911.722398
7306.813672 189.956501
4743.003627 377.449167
2246.573020 9.154696
1354.528964 2962.987677
1317.872202 229.550938
4091.729426 1063.540008
188.881508 2517.179588
5002.892163 1319.711676
2141.785711 1210.766002
3571.728425 1967.346292
3536.257007 340.874478
5107.243798 793.646453
4131.123927 1626.448965
4233.912935 1029.842397
2193.066603 535.305529
2353.911983 799.952109
1813.155075 2838.766246
2943.503190 1623.891238
7119.802355 1719.212862
3967.197287 375.069821
4871.909500 223.570684
3596.524578 2024.316404
6851.875679 439.766695
860.070197 597.464555
4126.331742 1772.719450
6412.027117 65.035500
5283.984821 1607.708366
2146.704882 766.043499
585.393323 2552.247128
4489.714741 1111.383970
218.881639 2737.450691
4778.340201 812.814685
6440.542337 88.737355
6091.764812 2424.137876
4519.875545 1023.584838
6998.019246 756.714017
3117.888804 1237.817528
6952.576053 987.905792
4193.960558 125.058500
3963.425870 328.116920
4744.444875 1150.181193
982.881049 1011.371877
6894.723898 1251.834373
4443.538441 2992.046888
2010.203749 573.301273
2758.577147 891.634155
776.879905 14.766938
4261.122105 2886.968897
258.760733 1141.154765
5777.766928 1911.454511
5411.849008 2110.314468
6670.421323 411.895124
870.329988 2449.198949
3499.502289 2025.716220
6435.643621 2985.171264
5884.582850 1472.035397
2838.381143 2746.985560
6208.518189 893.242015
2497.049827 1260.822651
2213.222259 1802.901432
4585.309808 1988.719762
6736.338967 2144.875886
5008.716751 1398.984427
5079.611953 2106.990994
6350.347981 1342.951553
2546.113762 1704.878794
1133.165049 686.614033
5291.934795 801.398016
339.532450 516.574833
7067.785591 2710.070430
1254.365239 2180.947375
2955.264565 1637.098552
4819.832334 665.513100
6325.851422 2926.752864
4815.839380 415.629471
4324.135737 760.459674
6010.873083 1424.189882
7263.338902 1407.835932
7057.935772 1937.180341
1287.067311 2363.313501
700.329730 1533.272429
2670.480736 733.397913
5549.716155 184.966212
3836.989824 2355.699443
1753.852614 1361.910165
5164.424680 1203.287141
1357.143846 247.875697
7100.964237 2470.790472
2283.471995 2370.726262
5993.858336 2839.724550
6965.889333 1127.197629
1500.460556 2190.704965
6378.468777 505.519782
1496.352240 2374.561818
6106.750310 1113.367820
4344.688296 2722.832016
6616.600627 2806.067614
1140.574819 1866.526711
7477.584566 1991.025857
3055.565383 692.574871
882.340051 287.996024
4739.655029 895.793559
1339.679305 1736.247705
916.460072 1449.260520
2767.434915 2764.127365
3222.462671 893.329698
2228.312482 1889.169291
210.086655 442.712502
5986.722686 682.575558
7043.185802 1837.389197
4489.858448 1555.149639
3900.553029 1442.583629
3403.043130 2016.451141
772.775846 1352.251077
2518.692492 1531.336493
5112.064870 1360.413018
4548.331293 940.687958
5640.516442 2355.204239
6692.339162 2622.790607
2011.161895 783.909629
5967.294926 2093.449826
4193.098322 278.242962
2456.547794 1761.273991
1802.388660 377.308191
6109.623875 538.229783
5536.743469 1239.792928
5233.448557 774.918598
6705.941391 454.596673
6978.424347 2991.486895
4517.119376 798.846736
3807.058467 851.673697
5398.149385 342.155904
4480.904141 1415.466329
6743.400357 1469.297320
2595.642337 501.824901
5633.017373 425.174904
6488.186818 930.446277
1758.544664 577.893843
6729.300673 1424.373329
2388.005084 2135.569817
4906.507785 169.899420
938.406859 1055.982535
2362.045048 57.739299
3776.448025 736.187757
123.065481 317.426959
3837.586231 1572.049580
2922.751644 694.294245
4785.513710 2961.462314
5274.401439 1611.565626
3576.899082 148.017509
5283.476316 683.966581
1432.981035 1708.665253
4036.032147 1276.610280
5716.397742 1306.133127
6752.459026 241.761130
1104.257356 1663.586723
1029.151376 817.065686
6798.923146 1356.478570
2187.012463 1230.148467
5231.665820 924.031178
3868.938569 627.700819
6240.201895 2716.676085
3304.987663 1410.286240
6695.345995 431.755639
54.629665 1108.898029
1449.432871 2135.242392
4482.161525 1152.965562
2109.769111 407.277467
6073.939609 130.466741
4283.526485 2130.559452
930.569679 2155.113536
1985.365435 783.888422
7430.448057 513.715431
5350.917482 846.984207
